NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,y_true,y_pred
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,School,0,0
Cash loans,Y,N,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 4,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Other,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,TUESDAY,Transport: type 2,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Trade: type 7,0,0
Revolving loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Revolving loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,MONDAY,Medicine,0,0
Cash loans,Y,Y,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Lower secondary,Civil marriage,House / apartment,SATURDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 2,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,Security,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Widow,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,N,Family,Working,Incomplete higher,Single / not married,House / apartment,THURSDAY,Government,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,With parents,TUESDAY,Industry: type 3,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,SATURDAY,Military,0,0
Cash loans,N,Y,Family,Commercial associate,Secondary / secondary special,Separated,House / apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,MONDAY,Kindergarten,0,0
Cash loans,N,N,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,FRIDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Other,0,0
Cash loans,N,N,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,THURSDAY,Industry: type 9,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Government,1,1
Cash loans,N,Y,Unaccompanied,Working,Incomplete higher,Married,House / apartment,MONDAY,Security,0,0
Cash loans,N,Y,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Construction,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Other,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Lower secondary,Separated,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Housing,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 1,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 2,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,School,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Revolving loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,MONDAY,Medicine,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Transport: type 4,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Construction,1,1
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Transport: type 4,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,FRIDAY,Trade: type 7,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,MONDAY,Trade: type 7,0,0
Revolving loans,N,Y,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,SATURDAY,Medicine,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Industry: type 9,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Trade: type 3,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Trade: type 7,0,0
Cash loans,N,Y,Children,Pensioner,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,SUNDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Trade: type 7,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Kindergarten,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Industry: type 9,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 1,1,1
Cash loans,N,Y,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,SUNDAY,Trade: type 7,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Postal,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,TUESDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,WEDNESDAY,Trade: type 7,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Government,0,0
Cash loans,Y,Y,Family,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,THURSDAY,XNA,0,0
Revolving loans,N,Y,Family,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Industry: type 11,0,0
Cash loans,Y,Y,Family,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,School,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine,0,0
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,MONDAY,Other,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,School,1,1
Cash loans,Y,Y,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Children,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Family,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Other,0,0
Cash loans,N,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Police,1,1
Cash loans,Y,Y,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,TUESDAY,Housing,0,0
Cash loans,N,Y,Children,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Medicine,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,SUNDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Other,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,SUNDAY,Trade: type 7,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Government,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,SUNDAY,School,0,0
Revolving loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Government,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Incomplete higher,Married,With parents,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Working,Higher education,Married,Rented apartment,THURSDAY,Industry: type 9,0,0
Cash loans,N,Y,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,Y,Y,Family,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Other,0,0
Cash loans,N,Y,Children,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 7,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Incomplete higher,Separated,House / apartment,FRIDAY,XNA,1,1
Cash loans,N,N,Unaccompanied,Pensioner,Higher education,Married,House / apartment,MONDAY,XNA,0,0
Revolving loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,With parents,FRIDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Agriculture,0,0
Cash loans,N,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,FRIDAY,Other,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Construction,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,State servant,Higher education,Married,House / apartment,FRIDAY,Police,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,SUNDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Trade: type 7,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Transport: type 2,0,0
Cash loans,Y,N,Family,Pensioner,Higher education,Single / not married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Lower secondary,Widow,House / apartment,SUNDAY,XNA,0,0
Revolving loans,N,Y,Unaccompanied,Working,Lower secondary,Married,House / apartment,TUESDAY,Business Entity Type 3,1,1
Cash loans,N,N,Family,Commercial associate,Higher education,Married,House / apartment,MONDAY,Transport: type 4,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,WEDNESDAY,School,0,0
Cash loans,Y,Y,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,School,0,0
Cash loans,Y,N,Family,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,School,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,SUNDAY,Housing,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Agriculture,1,1
Cash loans,N,N,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,MONDAY,Security,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Transport: type 4,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Other,0,0
Revolving loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,SUNDAY,Business Entity Type 1,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,SUNDAY,School,0,0
Revolving loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 11,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Other,0,0
Cash loans,N,Y,Family,Working,Incomplete higher,Civil marriage,House / apartment,SUNDAY,Transport: type 2,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Self-employed,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Other,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,THURSDAY,Military,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Industry: type 9,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,MONDAY,Government,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 1,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Housing,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Medicine,0,0
Cash loans,Y,Y,Family,Working,Higher education,Married,House / apartment,SATURDAY,Agriculture,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,N,N,"Spouse, partner",Pensioner,Higher education,Married,House / apartment,MONDAY,XNA,0,0
Revolving loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,FRIDAY,Police,0,0
Cash loans,N,Y,Children,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Business Entity Type 3,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,N,N,Unaccompanied,State servant,Secondary / secondary special,Separated,Municipal apartment,THURSDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Single / not married,With parents,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Transport: type 2,0,0
Revolving loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,Self-employed,1,1
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Government,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,MONDAY,Medicine,0,0
Cash loans,N,N,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Single / not married,House / apartment,THURSDAY,Security,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,WEDNESDAY,Industry: type 9,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Trade: type 7,0,0
Revolving loans,N,N,Family,Commercial associate,Incomplete higher,Single / not married,With parents,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Revolving loans,N,Y,Family,Commercial associate,Secondary / secondary special,Separated,House / apartment,FRIDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,With parents,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Separated,House / apartment,TUESDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA,0,0
Revolving loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Self-employed,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,MONDAY,Trade: type 7,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Widow,Municipal apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Family,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,MONDAY,Business Entity Type 2,0,0
Revolving loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,TUESDAY,Kindergarten,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Kindergarten,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,SUNDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,TUESDAY,Other,0,0
Cash loans,N,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,SUNDAY,School,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Government,0,0
Cash loans,N,Y,Children,Working,Higher education,Married,House / apartment,FRIDAY,School,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,WEDNESDAY,Government,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Medicine,0,0
Cash loans,Y,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Separated,House / apartment,SUNDAY,Police,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,THURSDAY,Business Entity Type 3,0,0
Revolving loans,Y,N,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Other,0,0
Cash loans,Y,N,Family,Commercial associate,Higher education,Separated,House / apartment,FRIDAY,Business Entity Type 3,0,0
Revolving loans,N,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,MONDAY,Government,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,N,Family,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Revolving loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Security,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,MONDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,TUESDAY,School,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 3,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,0,0
